ID_Bien,ID_Adresse,Type local,Nombre pieces principales,Surface Carrez
24342,24342,Appartement,1,40.23
24343,24343,Maison,4,102.4
24344,24344,Appartement,2,47.22
24345,24345,Appartement,2,48.76
24346,24346,Appartement,2,66.71
24347,24347,Appartement,3,74.11
24348,24348,Appartement,2,52.78
24349,24349,Appartement,4,113.78
24350,24350,Appartement,2,51.51
24351,24351,Appartement,3,50.15
24352,24352,Appartement,3,142.86
24353,24353,Appartement,3,96.83
24354,24354,Appartement,3,102.51
24355,24355,Appartement,4,81.46
24356,24356,Appartement,4,88.91
24357,24357,Appartement,4,103.08
24358,24358,Appartement,4,85.85
24359,24359,Appartement,5,83.24
24360,24360,Appartement,4,79.04
24361,24361,Appartement,3,103.5
24362,24362,Appartement,6,347.67
24363,24363,Appartement,5,103.82
24364,24364,Appartement,2,57.81
24365,24365,Appartement,5,137.25
24366,24366,Appartement,5,122.85
24367,24367,Appartement,4,122.23
24368,24368,Maison,6,172.55
24369,24369,Appartement,2,21.79
24370,24370,Appartement,3,25
24371,24371,Appartement,1,18.14
24372,24372,Appartement,1,15.99
24373,24373,Appartement,1,16.81
24374,24374,Appartement,1,23.86
24375,24375,Appartement,1,17.31
24376,24376,Appartement,1,22.19
24377,24377,Appartement,4,65.94
24378,24378,Appartement,1,27.91
24379,24379,Appartement,5,88.46
24380,24380,Appartement,3,58.05
24381,24381,Appartement,3,71.57
24382,24382,Appartement,2,19.49
24383,24383,Appartement,1,17.6
24384,24384,Appartement,3,50.5
24385,24385,Appartement,2,55.35
24386,24386,Appartement,2,39.99
24387,24387,Appartement,1,32.5
24388,24388,Appartement,1,32.93
24389,24389,Appartement,3,65.48
24390,24390,Appartement,1,11.64
24391,24391,Appartement,1,20.11
24392,24392,Appartement,1,24.39
24393,24393,Appartement,2,46.2
24394,24394,Appartement,3,54
24395,24395,Appartement,2,33.81
24396,24396,Appartement,3,60.19
24397,24397,Appartement,1,34.67
24398,24398,Appartement,2,43.93
24399,24399,Appartement,2,25.39
24400,24400,Appartement,3,66.74
24401,24401,Appartement,1,19.06
24402,24402,Appartement,1,24.4
24403,24403,Appartement,1,16.95
24404,24404,Appartement,3,65
24405,24405,Appartement,2,44.74
24406,24406,Appartement,4,65.89
24407,24407,Appartement,2,41.96
24408,24408,Appartement,3,83.15
24409,24409,Appartement,3,64.1
24410,24410,Appartement,2,51.99
24411,24411,Appartement,2,46.96
24412,24412,Appartement,3,58.94
24413,24413,Appartement,1,28.5
24414,24414,Appartement,3,59.83
24415,24415,Appartement,2,26.76
24416,24416,Appartement,2,30.53
24417,24417,Appartement,3,51.83
24418,24418,Appartement,1,29.6
24419,24419,Appartement,2,36.5
24420,24420,Appartement,2,53.81
24421,24421,Appartement,2,32.2
24422,24422,Appartement,4,62.07
24423,24423,Maison,4,22.8
24424,24424,Appartement,2,25.33
24425,24425,Appartement,1,17.39
24426,24426,Appartement,1,42.16
24427,24427,Appartement,1,20.41
24428,24428,Appartement,3,40.08
24429,24429,Appartement,4,72
24430,24430,Appartement,2,18.9
24431,24431,Appartement,1,20.39
24432,24432,Appartement,1,27.01
24433,24433,Appartement,2,39.61
24434,24434,Appartement,5,91.5
24435,24435,Appartement,2,30.59
24436,24436,Appartement,1,8.43
24437,24437,Appartement,1,26.03
24438,24438,Appartement,2,35.94
24439,24439,Appartement,1,14.35
24440,24440,Appartement,4,68.5
24441,24441,Appartement,4,69.46
24442,24442,Appartement,3,62.51
24443,24443,Appartement,1,18.03
24444,24444,Appartement,3,56.42
24445,24445,Appartement,1,24.5
24446,24446,Appartement,3,44.53
24447,24447,Appartement,2,81.1
24448,24448,Appartement,1,29.99
24449,24449,Appartement,2,37.33
24450,24450,Appartement,4,64.49
24451,24451,Appartement,2,35.02
24452,24452,Maison,2,36.39
24453,24453,Appartement,2,34.53
24454,24454,Appartement,1,17.69
24455,24455,Appartement,3,56.11
24456,24456,Appartement,5,89
24457,24457,Appartement,3,67.25
24458,24458,Appartement,4,103.65
24459,24459,Appartement,2,42.3
24460,24460,Appartement,1,41.1
24461,24461,Appartement,1,18.8
24462,24462,Appartement,4,65.04
24463,24463,Appartement,3,59.27
24464,24464,Appartement,1,22.8
24465,24465,Appartement,1,21.05
24466,24466,Appartement,1,11.58
24467,24467,Appartement,1,39.75
24468,24468,Appartement,2,48
24469,24469,Appartement,2,53.84
24470,24470,Appartement,1,33.13
24471,24471,Appartement,4,73.58
24472,24472,Appartement,2,33.73
24473,24473,Appartement,4,66.03
24474,24474,Appartement,3,96.49
24475,24475,Appartement,2,40.15
24476,24476,Appartement,1,31.06
24477,24477,Appartement,3,71.83
24478,24478,Appartement,2,32
24479,24479,Appartement,1,66.6
24480,24480,Appartement,1,17.83
24481,24481,Maison,6,106.6
24482,24482,Appartement,1,14.77
24483,24483,Appartement,1,27
24484,24484,Appartement,2,31.59
24485,24485,Appartement,1,38.32
24486,24486,Appartement,1,20.41
24487,24487,Appartement,2,39.92
24488,24488,Appartement,3,66.65
24489,24489,Appartement,1,15.66
24490,24490,Appartement,1,12.68
24491,24491,Appartement,3,66.46
24492,24492,Appartement,2,30.26
24493,24493,Appartement,3,35.35
24494,24494,Appartement,4,59.12
24495,24495,Appartement,1,38.59
24496,24496,Appartement,2,50.2
24497,24497,Maison,2,31.79
24498,24498,Appartement,3,46.66
24499,24499,Appartement,4,88.74
24500,24500,Appartement,2,41.92
24501,24501,Appartement,3,53.45
24502,24502,Appartement,1,10.65
24503,24503,Appartement,2,45.95
24504,24504,Appartement,1,17.44
24505,24505,Appartement,3,66.59
24506,24506,Appartement,3,69.85
24507,24507,Appartement,2,58.18
24508,24508,Appartement,3,53.77
24509,24509,Appartement,2,46.42
24510,24510,Appartement,4,66.8
24511,24511,Appartement,2,34.31
24512,24512,Appartement,2,56.13
24513,24513,Appartement,3,49.08
24514,24514,Appartement,2,46.4
24515,24515,Appartement,2,42.5
24516,24516,Appartement,2,23.08
24517,24517,Maison,5,96.96
24518,24518,Appartement,1,9.73
24519,24519,Appartement,4,80.25
24520,24520,Appartement,2,22.89
24521,24521,Appartement,2,46.13
24522,24522,Appartement,2,37.45
24523,24523,Appartement,4,109.97
24524,24524,Appartement,3,60.96
24525,24525,Appartement,3,42.51
24526,24526,Appartement,3,66.9
24527,24527,Appartement,2,43.26
24528,24528,Appartement,2,27.84
24529,24529,Appartement,3,51.03
24530,24530,Appartement,1,33.56
24531,24531,Appartement,1,21.57
24532,24532,Appartement,2,39.8
24533,24533,Appartement,2,34.3
24534,24534,Appartement,4,82.5
24535,24535,Appartement,1,22.89
24536,24536,Maison,2,59.12
24537,24537,Appartement,2,37.18
24538,24538,Appartement,2,32.42
24539,24539,Maison,6,107.95
24540,24540,Appartement,2,41.65
24541,24541,Appartement,1,33.3
24542,24542,Appartement,3,53.2
24543,24543,Appartement,1,36.66
24544,24544,Appartement,4,64.82
24545,24545,Appartement,4,68.83
24546,24546,Appartement,1,27.75
24547,24547,Appartement,3,47.01
24548,24548,Appartement,2,42.77
24549,24549,Appartement,3,38.33
24550,24550,Appartement,2,48.61
24551,24551,Appartement,3,56.36
24552,24552,Appartement,2,37.88
24553,24553,Appartement,1,44.68
24554,24554,Appartement,2,41.01
24555,24555,Appartement,2,44.06
24556,24556,Appartement,1,41.75
24557,24557,Appartement,2,42.02
24558,24558,Appartement,3,68.81
24559,24559,Appartement,3,43.24
24560,24560,Appartement,4,70.83
24561,24561,Appartement,3,68.23
24562,24562,Appartement,3,75.63
24563,24563,Appartement,2,34.4
24564,24564,Appartement,2,30.26
24565,24565,Appartement,2,46.45
24566,24566,Appartement,2,32.63
24567,24567,Appartement,4,63.06
24568,24568,Appartement,3,57.52
24569,24569,Appartement,2,75.7
24570,24570,Appartement,1,30.35
24571,24571,Appartement,1,26.9
24572,24572,Appartement,4,86.04
24573,24573,Appartement,3,62.27
24574,24574,Appartement,3,60.31
24575,24575,Appartement,4,79.9
24576,24576,Appartement,1,25.11
24577,24577,Appartement,3,61.54
24578,24578,Appartement,3,59.01
24579,24579,Maison,3,74.15
24580,24580,Appartement,3,105.15
24581,24581,Appartement,4,90.22
24582,24582,Appartement,3,71.94
24583,24583,Appartement,3,73.73
24584,24584,Appartement,2,74.64
24585,24585,Appartement,1,33.5
24586,24586,Appartement,3,59.9
24587,24587,Appartement,2,41
24588,24588,Appartement,3,76.06
24589,24589,Appartement,2,47.72
24590,24590,Appartement,2,53.65
24591,24591,Appartement,1,15.36
24592,24592,Appartement,3,61.71
24593,24593,Appartement,4,75.65
24594,24594,Appartement,3,54.72
24595,24595,Appartement,3,62.3
24596,24596,Appartement,1,50.86
24597,24597,Appartement,1,16.76
24598,24598,Appartement,4,76.57
24599,24599,Appartement,1,35.67
24600,24600,Appartement,4,66.31
24601,24601,Appartement,2,51.04
24602,24602,Appartement,3,68.55
24603,24603,Appartement,3,72.13
24604,24604,Maison,4,103.69
24605,24605,Appartement,1,23.73
24606,24606,Appartement,2,33.16
24607,24607,Appartement,4,85.66
24608,24608,Appartement,2,54.33
24609,24609,Maison,3,48.18
24610,24610,Appartement,3,50.75
24611,24611,Appartement,3,68.11
24612,24612,Appartement,3,59.51
24613,24613,Appartement,3,62.91
24614,24614,Appartement,3,59.75
24615,24615,Maison,3,46.95
24616,24616,Appartement,3,68.44
24617,24617,Appartement,3,82.28
24618,24618,Appartement,2,41.66
24619,24619,Appartement,4,67.22
24620,24620,Appartement,5,127.16
24621,24621,Appartement,3,73.5
24622,24622,Maison,4,75
24623,24623,Appartement,2,30.13
24624,24624,Appartement,1,26.17
24625,24625,Appartement,4,74.47
24626,24626,Appartement,4,73.58
24627,24627,Appartement,3,70.09
24628,24628,Appartement,3,57.04
24629,24629,Appartement,3,67.33
24630,24630,Appartement,2,53.66
24631,24631,Appartement,4,67.78
24632,24632,Appartement,2,44.5
24633,24633,Appartement,1,15.35
24634,24634,Appartement,5,87.33
24635,24635,Appartement,3,26
24636,24636,Appartement,3,62.77
24637,24637,Appartement,3,48.47
24638,24638,Appartement,4,62.66
24639,24639,Appartement,3,77.11
24640,24640,Appartement,3,78.2
24641,24641,Appartement,3,64.32
24642,24642,Appartement,3,67.9
24643,24643,Maison,5,110.88
24644,24644,Appartement,5,98.67
24645,24645,Appartement,1,36.04
24646,24646,Appartement,1,35.28
24647,24647,Appartement,2,38.72
24648,24648,Appartement,2,95.64
24649,24649,Appartement,3,51.49
24650,24650,Appartement,3,59.13
24651,24651,Appartement,1,29.4
24652,24652,Appartement,4,66.8
24653,24653,Appartement,1,18.27
24654,24654,Appartement,4,70.33
24655,24655,Appartement,4,106
24656,24656,Maison,4,78.66
24657,24657,Appartement,3,60.07
24658,24658,Appartement,4,82
24659,24659,Appartement,2,36.52
24660,24660,Appartement,1,31.6
24661,24661,Appartement,4,69.65
24662,24662,Appartement,1,18.24
24663,24663,Appartement,3,82.35
24664,24664,Appartement,2,82.8
24665,24665,Maison,4,95.64
24666,24666,Appartement,2,46.78
24667,24667,Appartement,4,80.66
24668,24668,Maison,4,89.79
24669,24669,Appartement,3,60
24670,24670,Appartement,4,93
24671,24671,Appartement,4,84.02
24672,24672,Appartement,4,92.61
24673,24673,Appartement,2,18.85
24674,24674,Appartement,3,53.28
24675,24675,Maison,5,94.69
24676,24676,Appartement,3,58.37
24677,24677,Appartement,4,75.37
24678,24678,Appartement,1,21.77
24679,24679,Appartement,2,53.8
24680,24680,Appartement,3,62.56
24681,24681,Appartement,3,60.76
24682,24682,Appartement,3,62.05
24683,24683,Maison,4,69.72
24684,24684,Maison,4,136.81
24685,24685,Appartement,3,60.85
24686,24686,Appartement,3,67.46
24687,24687,Appartement,1,32.16
24688,24688,Appartement,3,27.74
24689,24689,Appartement,3,80.8
24690,24690,Appartement,2,39.08
24691,24691,Appartement,3,65.62
24692,24692,Appartement,3,78.04
24693,24693,Appartement,2,32.23
24694,24694,Appartement,3,106.1
24695,24695,Appartement,4,83.67
24696,24696,Appartement,3,69.7
24697,24697,Maison,4,72
24698,24698,Appartement,4,76.6
24699,24699,Appartement,2,47.59
24700,24700,Appartement,3,70.34
24701,24701,Appartement,5,81.91
24702,24702,Appartement,4,34.95
24703,24703,Appartement,3,67.95
24704,24704,Maison,4,81.45
24705,24705,Appartement,5,95.43
24706,24706,Appartement,5,132.2
24707,24707,Appartement,4,75.89
24708,24708,Appartement,2,54.19
24709,24709,Maison,4,91.6
24710,24710,Appartement,1,29.55
24711,24711,Appartement,2,27.02
24712,24712,Appartement,1,17.41
24713,24713,Appartement,4,115.33
24714,24714,Appartement,3,35.24
24715,24715,Appartement,2,52.27
24716,24716,Appartement,2,59.08
24717,24717,Appartement,5,99.14
24718,24718,Appartement,5,90.4
24719,24719,Appartement,5,93.34
24720,24720,Appartement,3,62.37
24721,24721,Maison,3,86.54
24722,24722,Maison,3,77.2
24723,24723,Appartement,2,31.14
24724,24724,Appartement,2,29.6
24725,24725,Appartement,4,79.8
24726,24726,Appartement,3,56.46
24727,24727,Appartement,2,27.15
24728,24728,Appartement,1,32.2
24729,24729,Appartement,2,58.89
24730,24730,Appartement,3,61.6
24731,24731,Appartement,5,102.23
24732,24732,Appartement,7,149.5
24733,24733,Appartement,3,31.09
24734,24734,Appartement,1,28
24735,24735,Maison,4,83.55
24736,24736,Appartement,3,82.31
24737,24737,Appartement,3,69.07
24738,24738,Appartement,3,74.57
24739,24739,Appartement,2,27.89
24740,24740,Appartement,5,108.05
24741,24741,Appartement,2,32.66
24742,24742,Appartement,3,64.5
24743,24743,Appartement,4,103.3
24744,24744,Appartement,2,34.9
24745,24745,Maison,3,103.96
24746,24746,Appartement,1,41.06
24747,24747,Maison,7,131.71
24748,24748,Appartement,2,29.03
24749,24749,Appartement,2,36.34
24750,24750,Appartement,2,40.25
24751,24751,Appartement,4,99.2
24752,24752,Appartement,2,60.48
24753,24753,Appartement,4,90.63
24754,24754,Appartement,3,69.02
24755,24755,Appartement,3,66.45
24756,24756,Appartement,1,40.3
24757,24757,Appartement,4,68.11
24758,24758,Appartement,2,86.03
24759,24759,Appartement,1,31.72
24760,24760,Maison,3,154.35
24761,24761,Appartement,2,41.18
24762,24762,Appartement,3,46.23
24763,24763,Appartement,5,126.24
24764,24764,Appartement,3,59.54
24765,24765,Appartement,2,50.58
24766,24766,Appartement,3,52.13
24767,24767,Appartement,4,98.24
24768,24768,Appartement,5,122.89
24769,24769,Appartement,3,72.2
24770,24770,Appartement,3,70.22
24771,24771,Appartement,5,120.07
24772,24772,Appartement,3,69.49
24773,24773,Maison,3,95.1
24774,24774,Appartement,2,48.44
24775,24775,Appartement,2,99.05
24776,24776,Appartement,3,47.66
24777,24777,Appartement,6,83.88
24778,24778,Appartement,1,96.42
24779,24779,Appartement,2,47.74
24780,24780,Appartement,2,38.08
24781,24781,Appartement,4,83.8
24782,24782,Appartement,1,53.13
24783,24783,Appartement,1,40.62
24784,24784,Appartement,2,43.2
24785,24785,Appartement,2,46.67
24786,24786,Appartement,3,55.28
24787,24787,Appartement,2,34.07
24788,24788,Appartement,3,48.69
24789,24789,Maison,4,133.72
24790,24790,Appartement,3,137.87
24791,24791,Maison,3,86.87
24792,24792,Appartement,6,79.35
24793,24793,Appartement,3,56.27
24794,24794,Appartement,3,51.03
24795,24795,Appartement,3,79.48
24796,24796,Appartement,1,54.02
24797,24797,Appartement,3,63.62
24798,24798,Appartement,9,104.04
24799,24799,Appartement,3,51.3
24800,24800,Maison,7,219.6
24801,24801,Appartement,3,68.9
24802,24802,Appartement,2,61.52
24803,24803,Appartement,3,74.55
24804,24804,Appartement,3,74.07
24805,24805,Appartement,2,55.18
24806,24806,Appartement,3,65.83
24807,24807,Appartement,1,48.51
24808,24808,Maison,5,138.82
24809,24809,Appartement,4,74.43
24810,24810,Appartement,4,83.88
24811,24811,Appartement,4,67.9
24812,24812,Appartement,4,88.41
24813,24813,Appartement,4,73.48
24814,24814,Appartement,2,57
24815,24815,Appartement,3,78.92
24816,24816,Appartement,4,77.39
24817,24817,Appartement,2,69.3
24818,24818,Appartement,4,62.2
24819,24819,Appartement,2,66.9
24820,24820,Appartement,3,124.92
24821,24821,Appartement,4,78.63
24822,24822,Appartement,3,74.05
24823,24823,Appartement,3,102.25
24824,24824,Appartement,7,122.24
24825,24825,Appartement,8,227.85
24826,24826,Appartement,6,203.07
24827,24827,Appartement,1,16.88
24828,24828,Appartement,1,20.32
24829,24829,Appartement,4,67.53
24830,24830,Appartement,2,46.41
24831,24831,Appartement,3,50.38
24832,24832,Appartement,2,13
24833,24833,Appartement,2,28.88
24834,24834,Appartement,1,26.13
24835,24835,Appartement,1,34.12
24836,24836,Appartement,2,53.76
24837,24837,Appartement,1,25.1
24838,24838,Appartement,2,44.77
24839,24839,Appartement,2,46.93
24840,24840,Appartement,4,72.53
24841,24841,Appartement,3,62.65
24842,24842,Appartement,1,50.11
24843,24843,Appartement,1,16.16
24844,24844,Appartement,1,19.8
24845,24845,Appartement,1,22.76
24846,24846,Appartement,2,34.23
24847,24847,Appartement,1,16.73
24848,24848,Appartement,4,69.67
24849,24849,Appartement,3,53.17
24850,24850,Appartement,2,42.18
24851,24851,Appartement,2,34.15
24852,24852,Appartement,2,27.33
24853,24853,Appartement,2,34.23
24854,24854,Appartement,2,35.79
24855,24855,Appartement,1,13.22
24856,24856,Maison,3,7.22
24857,24857,Appartement,4,68
24858,24858,Maison,3,61.67
24859,24859,Appartement,2,41.86
24860,24860,Appartement,1,15.34
24861,24861,Appartement,1,28.69
24862,24862,Appartement,4,77
24863,24863,Appartement,1,31.7
24864,24864,Appartement,1,21.51
24865,24865,Appartement,1,23.83
24866,24866,Appartement,2,26.62
24867,24867,Appartement,2,19.68
24868,24868,Appartement,1,23.41
24869,24869,Appartement,3,61.61
24870,24870,Appartement,4,85
24871,24871,Appartement,2,37.13
24872,24872,Appartement,3,73.66
24873,24873,Appartement,3,13.4
24874,24874,Appartement,3,63.7
24875,24875,Appartement,3,38.26
24876,24876,Appartement,2,20.82
24877,24877,Appartement,2,53.07
24878,24878,Appartement,2,26.71
24879,24879,Appartement,1,33.11
24880,24880,Appartement,1,21.1
24881,24881,Appartement,1,21.11
24882,24882,Appartement,2,29.42
24883,24883,Appartement,1,29
24884,24884,Appartement,2,46.6
24885,24885,Appartement,2,34.55
24886,24886,Appartement,1,14.63
24887,24887,Appartement,3,78.58
24888,24888,Appartement,4,92.43
24889,24889,Maison,2,35.63
24890,24890,Appartement,2,43.23
24891,24891,Appartement,2,33.31
24892,24892,Appartement,1,32.27
24893,24893,Appartement,2,55.37
24894,24894,Appartement,1,26.71
24895,24895,Appartement,3,53.55
24896,24896,Appartement,1,33.75
24897,24897,Appartement,1,19.72
24898,24898,Appartement,3,56.24
24899,24899,Appartement,1,24.47
24900,24900,Appartement,3,55.5
24901,24901,Appartement,1,27.85
24902,24902,Appartement,2,51.31
24903,24903,Appartement,2,32.77
24904,24904,Appartement,2,37.14
24905,24905,Appartement,2,42
24906,24906,Appartement,3,46.93
24907,24907,Appartement,2,47.89
24908,24908,Appartement,2,54.3
24909,24909,Appartement,2,20.97
24910,24910,Appartement,3,75.92
24911,24911,Appartement,1,21.3
24912,24912,Appartement,1,20.54
24913,24913,Appartement,3,67.85
24914,24914,Appartement,2,45.25
24915,24915,Appartement,2,42.02
24916,24916,Appartement,1,28.8
24917,24917,Appartement,2,38.04
24918,24918,Appartement,1,14.37
24919,24919,Appartement,2,53.39
24920,24920,Appartement,2,55.95
24921,24921,Appartement,2,47.7
24922,24922,Appartement,4,71.61
24923,24923,Appartement,3,63.16
24924,24924,Appartement,3,58.03
24925,24925,Appartement,3,54.64
24926,24926,Appartement,2,74
24927,24927,Appartement,3,54.35
24928,24928,Appartement,2,36.31
24929,24929,Appartement,2,47.09
24930,24930,Appartement,1,19.37
24931,24931,Appartement,1,15
24932,24932,Appartement,3,71.1
24933,24933,Appartement,1,19.78
24934,24934,Appartement,1,14.36
24935,24935,Maison,3,98.44
24936,24936,Appartement,1,17.57
24937,24937,Appartement,3,37.34
24938,24938,Appartement,3,44.95
24939,24939,Appartement,1,32.39
24940,24940,Appartement,3,67.01
24941,24941,Appartement,3,61.77
24942,24942,Appartement,3,79.14
24943,24943,Appartement,2,40.38
24944,24944,Appartement,3,64.29
24945,24945,Appartement,2,51.43
24946,24946,Appartement,2,45.81
24947,24947,Appartement,4,61.06
24948,24948,Appartement,1,51.95
24949,24949,Appartement,3,49.48
24950,24950,Appartement,3,37.1
24951,24951,Appartement,2,24.25
24952,24952,Appartement,2,43.8
24953,24953,Appartement,3,65.35
24954,24954,Appartement,3,65.77
24955,24955,Appartement,3,74.21
24956,24956,Appartement,2,27.52
24957,24957,Appartement,2,31.5
24958,24958,Appartement,3,60.9
24959,24959,Appartement,2,39.82
24960,24960,Appartement,2,33.72
24961,24961,Appartement,4,63.14
24962,24962,Appartement,5,95.52
24963,24963,Appartement,1,38.6
24964,24964,Appartement,3,69.1
24965,24965,Appartement,2,42.09
24966,24966,Appartement,4,64.9
24967,24967,Appartement,3,71.89
24968,24968,Appartement,4,71.7
24969,24969,Appartement,1,39.51
24970,24970,Appartement,3,65.6
24971,24971,Appartement,2,34.5
24972,24972,Appartement,1,37.28
24973,24973,Appartement,1,42.23
24974,24974,Appartement,1,22.62
24975,24975,Appartement,5,102.39
24976,24976,Appartement,2,43.6
24977,24977,Appartement,5,121.02
24978,24978,Appartement,11,50.91
24979,24979,Appartement,2,51.15
24980,24980,Appartement,2,21.73
24981,24981,Appartement,2,15.14
24982,24982,Appartement,1,19.6
24983,24983,Appartement,4,77.9
24984,24984,Appartement,2,39.55
24985,24985,Appartement,5,84.05
24986,24986,Appartement,3,48.5
24987,24987,Appartement,4,83.9
24988,24988,Appartement,2,22.83
24989,24989,Appartement,2,53.02
24990,24990,Appartement,2,32.02
24991,24991,Appartement,4,72.4
24992,24992,Appartement,2,42.37
24993,24993,Appartement,5,75.35
24994,24994,Appartement,4,65.01
24995,24995,Appartement,3,51.36
24996,24996,Appartement,3,64.87
24997,24997,Appartement,1,62.09
24998,24998,Appartement,3,68.41
24999,24999,Appartement,2,35.06
25000,25000,Appartement,3,66.88
25001,25001,Appartement,2,44.54
25002,25002,Appartement,3,67.38
25003,25003,Appartement,1,27.05
25004,25004,Appartement,2,47.98
25005,25005,Appartement,2,37.5
25006,25006,Appartement,2,48.02
25007,25007,Appartement,4,46.27
25008,25008,Appartement,4,65.05
25009,25009,Appartement,3,57.1
25010,25010,Appartement,2,46.86
25011,25011,Appartement,4,73.77
25012,25012,Appartement,3,63.31
25013,25013,Appartement,2,49.36
25014,25014,Appartement,3,64.51
25015,25015,Appartement,3,95.42
25016,25016,Appartement,2,39.2
25017,25017,Appartement,3,66.55
25018,25018,Appartement,2,43.35
25019,25019,Appartement,2,48.29
25020,25020,Appartement,3,44.37
25021,25021,Appartement,2,50.91
25022,25022,Maison,4,86.16
25023,25023,Appartement,3,57.69
25024,25024,Appartement,3,67.39
25025,25025,Maison,4,131
25026,25026,Appartement,2,46.42
25027,25027,Appartement,1,14.68
25028,25028,Appartement,1,40.18
25029,25029,Appartement,2,55.2
25030,25030,Appartement,3,60.37
25031,25031,Appartement,3,45.04
25032,25032,Appartement,2,39.66
25033,25033,Appartement,1,37.05
25034,25034,Appartement,3,49.9
25035,25035,Appartement,3,66.26
25036,25036,Appartement,1,26.05
25037,25037,Appartement,2,50.86
25038,25038,Appartement,2,46.09
25039,25039,Appartement,4,72.04
25040,25040,Appartement,5,84.99
25041,25041,Appartement,4,74.4
25042,25042,Appartement,3,50.92
25043,25043,Appartement,3,58.47
25044,25044,Appartement,4,77.92
25045,25045,Appartement,1,31.98
25046,25046,Appartement,1,35.43
25047,25047,Appartement,2,50.1
25048,25048,Appartement,2,53.18
25049,25049,Appartement,2,29.05
25050,25050,Appartement,2,42.92
25051,25051,Appartement,2,46.49
25052,25052,Appartement,2,49.13
25053,25053,Appartement,1,17.66
25054,25054,Appartement,1,17.41
25055,25055,Appartement,1,22.76
25056,25056,Appartement,3,75.54
25057,25057,Appartement,1,31.7
25058,25058,Appartement,2,31.02
25059,25059,Appartement,4,81.43
25060,25060,Appartement,3,62.04
25061,25061,Appartement,3,54.91
25062,25062,Appartement,4,83.52
25063,25063,Appartement,1,33.26
25064,25064,Maison,3,61.57
25065,25065,Appartement,4,67.57
25066,25066,Appartement,3,79.62
25067,25067,Appartement,1,38.22
25068,25068,Appartement,2,40.33
25069,25069,Appartement,4,89.08
25070,25070,Appartement,2,46.25
25071,25071,Appartement,3,56.64
25072,25072,Appartement,1,20.72
25073,25073,Appartement,4,62.02
25074,25074,Appartement,4,72
25075,25075,Appartement,2,46.39
25076,25076,Appartement,5,75.52
25077,25077,Appartement,3,46.75
25078,25078,Maison,3,70
25079,25079,Appartement,2,47.15
25080,25080,Appartement,1,15.6
25081,25081,Appartement,2,56.67
25082,25082,Appartement,3,63.88
25083,25083,Appartement,3,62.6
25084,25084,Appartement,2,54.88
25085,25085,Appartement,4,76.96
25086,25086,Appartement,2,45.24
25087,25087,Appartement,1,27.47
25088,25088,Appartement,3,78.49
25089,25089,Appartement,4,77.9
25090,25090,Appartement,3,70.46
25091,25091,Appartement,2,40.8
25092,25092,Appartement,3,65
25093,25093,Appartement,2,46.13
25094,25094,Appartement,4,76.95
25095,25095,Appartement,3,48.58
25096,25096,Appartement,3,63.78
25097,25097,Appartement,2,47.56
25098,25098,Appartement,1,36.02
25099,25099,Appartement,4,68.5
25100,25100,Appartement,3,67.2
25101,25101,Appartement,1,35.07
25102,25102,Appartement,2,40.61
25103,25103,Appartement,1,89.27
25104,25104,Appartement,2,25.48
25105,25105,Appartement,1,21.2
25106,25106,Appartement,3,63.69
25107,25107,Maison,6,103.95
25108,25108,Appartement,3,50.03
25109,25109,Appartement,3,73.51
25110,25110,Appartement,4,94.9
25111,25111,Appartement,4,63.56
25112,25112,Appartement,4,66
25113,25113,Appartement,2,38.22
25114,25114,Appartement,1,23.42
25115,25115,Appartement,1,45.91
25116,25116,Appartement,3,60.67
25117,25117,Appartement,1,25.37
25118,25118,Appartement,5,73.42
25119,25119,Appartement,2,23.8
25120,25120,Appartement,3,68.6
25121,25121,Appartement,2,26
25122,25122,Appartement,1,35.02
25123,25123,Appartement,4,81.21
25124,25124,Maison,4,85.6
25125,25125,Maison,3,86
25126,25126,Appartement,1,63.36
25127,25127,Appartement,1,26.5
25128,25128,Appartement,4,76.52
25129,25129,Maison,5,103.8
25130,25130,Maison,3,59.13
25131,25131,Appartement,2,31.05
25132,25132,Appartement,2,26.01
25133,25133,Maison,3,110.6
25134,25134,Maison,4,100.2
25135,25135,Maison,4,101.52
25136,25136,Appartement,3,66.6
25137,25137,Appartement,2,31.8
25138,25138,Appartement,3,55.02
25139,25139,Appartement,2,45.39
25140,25140,Appartement,1,52.78
25141,25141,Appartement,2,66.26
25142,25142,Appartement,3,86.04
25143,25143,Maison,5,82.85
25144,25144,Appartement,2,50.34
25145,25145,Appartement,4,93.07
25146,25146,Appartement,5,110.15
25147,25147,Appartement,4,91.53
25148,25148,Appartement,3,63.3
25149,25149,Maison,4,93.17
25150,25150,Appartement,5,97.91
25151,25151,Appartement,4,82.98
25152,25152,Appartement,4,115.45
25153,25153,Appartement,1,26.1
25154,25154,Maison,2,55.8
25155,25155,Appartement,1,33.03
25156,25156,Maison,4,90.51
25157,25157,Appartement,1,46.1
25158,25158,Maison,5,106.8
25159,25159,Appartement,2,40.82
25160,25160,Appartement,3,60.95
25161,25161,Maison,7,135
25162,25162,Appartement,2,55.51
25163,25163,Appartement,2,29.02
25164,25164,Appartement,3,63.86
25165,25165,Appartement,3,75.36
25166,25166,Appartement,3,42.83
25167,25167,Appartement,3,80.7
25168,25168,Appartement,4,95.55
25169,25169,Appartement,3,87.69
