ID,Code departement,Commune
14331,35,RENNES
14332,33,LE BARP
14333,42,MONTBRISON
14334,51,EPERNAY
14335,13,MARSEILLE 2EME
14336,47,AGEN
14337,78,SARTROUVILLE
14338,33,LANGOIRAN
14339,6,NICE
14340,14,TOUQUES
14341,59,LOOS
14342,77,MONTEREAU FAULT YONNE
14343,59,MONS EN BAROEUL
14344,80,MERS-LES-BAINS
14345,13,MARSEILLE 4EME
14346,38,GRENOBLE
14347,69,TARARE
14348,91,EVRY-COURCOURONNES
14349,33,GRADIGNAN
14350,2A,PROPRIANO
14351,50,PIROU
14352,33,BORDEAUX
14353,34,BALARUC LES BAINS
14354,30,CAISSARGUES
14355,76,YVETOT
14356,95,SANNOIS
14357,51,EPERNAY
14358,45,OLIVET
14359,14,VILLERS-SUR-MER
14360,7,GUILHERAND-GRANGES
14361,44,PAIMBOEUF
14362,25,BESANCON
14363,64,BAYONNE
14364,38,VIZILLE
14365,93,NOISY-LE-GRAND
14366,13,MARSEILLE 14EME
14367,80,QUEND
14368,34,BALARUC LES BAINS
14369,13,MARSEILLE 4EME
14370,42,SAINT-PRIEST-EN-JAREZ
14371,76,PETIT QUEVILLY (LE)
14372,72,LE MANS
14373,76,PORT-JEROME-SUR-SEINE
14374,79,NIORT
14375,59,TEMPLEUVE EN PEVELE
14376,69,VILLEFRANCHE
14377,75,PARIS 10
14378,77,MELUN
14379,44,NANTES
14380,78,BOIS D ARCY
14381,83,MONTAUROUX
14382,13,MARSEILLE 13EME
14383,77,AVON
14384,33,HOURTIN
14385,33,LACANAU
14386,38,GRENOBLE
14387,77,CLAYE-SOUILLY
14388,83,LA LONDE LES MAURES
14389,85,FONTENAY-LE-COMTE
14390,69,RILLIEUX-LA-PAPE
14391,93,VAUJOURS
14392,30,NIMES
14393,34,LUNEL
14394,69,LYON 3EME
14395,33,BORDEAUX
14396,47,LE PASSAGE
14397,2,CHATEAU THIERRY
14398,33,ST LOUIS DE MONTFERRAND
14399,35,SAINT-GREGOIRE
14400,69,DECINES-CHARPIEU
14401,78,TRAPPES
14402,93,LIVRY-GARGAN
14403,59,MOUVAUX
14404,77,MEAUX
14405,49,ANGERS
14406,973,REMIRE MONTJOLY
14407,33,LACANAU
14408,44,VERTOU
14409,95,MONTMORENCY
14410,78,SAINT-REMY-LES-CHEVREUSE
14411,51,REIMS
14412,78,FONTENAY LE FLEURY
14413,91,BRETIGNY SUR ORGE
14414,76,MESNIL-ESNARD (LE)
14415,75,PARIS 18
14416,75,PARIS 05
14417,42,SAINT-PAUL-EN-CORNILLON
14418,75,PARIS 11
14419,91,ETAMPES
14420,28,DREUX
14421,56,CARNAC
14422,91,VILLIERS-LE-BACLE
14423,30,AIGUES-MORTES
14424,33,VILLENAVE D ORNON
14425,69,LYON 3EME
14426,83,SAINT RAPHAEL
14427,95,MONTIGNY LES CORMEILLES
14428,91,BURES SUR YVETTE
14429,78,CARRIERES SOUS POISSY
14430,60,BETHISY ST PIERRE
14431,78,SAINT-REMY-LES-CHEVREUSE
14432,94,CHAMPIGNY-SUR-MARNE
14433,60,ANDEVILLE
14434,95,DOMONT
14435,17,LA ROCHELLE
14436,6,NICE
14437,93,AULNAY SOUS BOIS
14438,91,JUVISY SUR ORGE
14439,78,MONTIGNY LE BRETONNEUX
14440,49,VERRIERES-EN-ANJOU
14441,91,MASSY
14442,82,MONTAUBAN
14443,77,VILLEPARISIS
14444,17,SAUJON
14445,93,NEUILLY-PLAISANCE
14446,13,MARSEILLE 8EME
14447,75,PARIS 05
14448,78,FONTENAY LE FLEURY
14449,75,PARIS 18
14450,60,LA RUE ST PIERRE
14451,93,EPINAY SUR SEINE
14452,95,PONTOISE
14453,44,LA TURBALLE
14454,69,SAINT-BONNET-DE-MURE
14455,75,PARIS 12
14456,78,GUYANCOURT
14457,91,BRUNOY
14458,94,ALFORTVILLE
14459,33,TALENCE
14460,76,MONTIVILLIERS
14461,34,SETE
14462,69,VILLEURBANNE
14463,54,HUSSIGNY GODBRANGE
14464,42,SAINT-JUST-SAINT-RAMBERT
14465,59,FACHES THUMESNIL
14466,42,SAINT-ETIENNE
14467,91,COUDRAY-MONTCEAUX (LE)
14468,75,PARIS 10
14469,13,CASSIS
14470,33,BORDEAUX
14471,1,VALSERHONE
14472,77,CHELLES
14473,64,BIARRITZ
14474,78,PORT-MARLY (LE)
14475,13,AUBAGNE
14476,75,PARIS 19
14477,75,PARIS 18
14478,93,MONTREUIL
14479,94,CRETEIL
14480,33,BORDEAUX
14481,95,MENUCOURT
14482,33,BORDEAUX
14483,6,GUILLAUMES
14484,94,CACHAN
14485,75,PARIS 07
14486,44,SAINT-NAZAIRE
14487,2A,SARROLA-CARCOPINO
14488,75,PARIS 18
14489,6,NICE
14490,77,PONTAULT COMBAULT
14491,94,LIMEIL-BREVANNES
14492,75,PARIS 08
14493,78,SAINT-GERMAIN-EN-LAYE
14494,94,CHARENTON-LE-PONT
14495,6,CARROS
14496,13,LA CIOTAT
14497,75,PARIS 02
14498,94,CRETEIL
14499,33,BIGANOS
14500,13,MARSEILLE 15EME
14501,28,MAINVILLIERS
14502,83,SIGNES
14503,95,VILLIERS-LE-BEL
14504,13,ALLAUCH
14505,94,LE PERREUX-SUR-MARNE
14506,1,FERNEY-VOLTAIRE
14507,75,PARIS 06
14508,75,PARIS 18
14509,78,CELLE-SAINT-CLOUD (LA)
14510,7,GUILHERAND-GRANGES
14511,77,OZOIR LA FERRIERE
14512,92,NEUILLY-SUR-SEINE
14513,93,VILLEPINTE
14514,33,ARCACHON
14515,74,ANNECY
14516,94,FRESNES
14517,13,MARSEILLE 13EME
14518,33,BEGLES
14519,78,BOIS D ARCY
14520,92,COURBEVOIE
14521,94,MAISONS-ALFORT
14522,94,SUCY-EN-BRIE
14523,94,VILLENEUVE-SAINT-GEORGES
14524,75,PARIS 17
14525,92,ANTONY
14526,92,CLICHY
14527,92,ASNIERES-SUR-SEINE
14528,75,PARIS 05
14529,60,SENLIS
14530,33,MERIGNAC
14531,44,LA BAULE-ESCOUBLAC
14532,95,ENGHIEN LES BAINS
14533,92,BAGNEUX
14534,94,CHARENTON-LE-PONT
14535,2A,AJACCIO
14536,75,PARIS 13
14537,69,TASSIN-LA-DEMI-LUNE
14538,6,LA GAUDE
14539,78,VIROFLAY
14540,83,SAINT RAPHAEL
14541,95,DEUIL LA BARRE
14542,33,BORDEAUX
14543,35,RENNES
14544,83,GRIMAUD
14545,94,SUCY-EN-BRIE
14546,75,PARIS 20
14547,93,MONTREUIL
14548,93,NEUILLY-PLAISANCE
14549,92,COURBEVOIE
14550,94,SAINT-MAUR-DES-FOSSES
14551,13,MARSEILLE 8EME
14552,75,PARIS 07
14553,75,PARIS 03
14554,75,PARIS 16
14555,75,PARIS 11
14556,6,BEAUSOLEIL
14557,6,MENTON
14558,75,PARIS 16
14559,1,ORNEX
14560,33,ARCACHON
14561,75,PARIS 06
14562,44,NANTES
14563,75,PARIS 19
14564,44,NANTES
14565,75,PARIS 02
14566,92,LEVALLOIS-PERRET
14567,75,PARIS 16
14568,75,PARIS 07
14569,75,PARIS 17
14570,92,BOIS-COLOMBES
14571,75,PARIS 17
14572,75,PARIS 04
14573,75,PARIS 16
14574,94,SAINT-MANDE
14575,75,PARIS 15
14576,75,PARIS 15
14577,75,PARIS 18
14578,75,PARIS 16
14579,75,PARIS 09
14580,75,PARIS 17
14581,75,PARIS 08
14582,75,PARIS 16
14583,42,SAINT-ETIENNE
14584,34,BEZIERS
14585,14,LISIEUX
14586,30,NIMES
14587,13,MARSEILLE 8EME
14588,54,LONGUYON
14589,11,FLEURY D AUDE
14590,13,MARSEILLE 15EME
14591,10,LA CHAPELLE ST LUC
14592,24,TERRASSON LAVILLEDIEU
14593,24,CASTELNAUD-LA-CHAPELLE
14594,13,MARSEILLE 1ER
14595,84,AVIGNON
14596,45,ST JEAN DE BRAYE
14597,77,MELUN
14598,30,ALES
14599,13,MARSEILLE 3EME
14600,65,CAUTERETS
14601,86,POITIERS
14602,62,AVION
14603,45,FLEURY LES AUBRAIS
14604,30,NIMES
14605,35,VITRE
14606,28,ANET
14607,6,SAINT-ETIENNE-DE-TINEE
14608,33,LE VERDON SUR MER
14609,13,MARSEILLE 4EME
14610,65,TARBES
14611,79,LES FORGES
14612,62,MONTIGNY EN GOHELLE
14613,72,LE MANS
14614,93,ROSNY-SOUS-BOIS
14615,17,SAINTES
14616,77,SAVIGNY-LE-TEMPLE
14617,88,GOLBEY
14618,18,BOURGES
14619,42,L HORME
14620,42,SAINT-ETIENNE
14621,65,ARGELES-GAZOST
14622,6,NICE
14623,78,RAMBOUILLET
14624,6,NICE
14625,13,MARSEILLE 1ER
14626,13,MARSEILLE 14EME
14627,93,LIVRY-GARGAN
14628,25,BESANCON
14629,44,MESQUER
14630,69,VILLEFRANCHE
14631,13,MARSEILLE 9EME
14632,94,IVRY-SUR-SEINE
14633,11,PORT-LA-NOUVELLE
14634,34,AGDE
14635,35,SAINT-LUNAIRE
14636,34,SETE
14637,59,LA MADELEINE
14638,83,CAVALAIRE-SUR-MER
14639,54,LONGWY
14640,74,GAILLARD
14641,95,MERY-SUR-OISE
14642,35,RENNES
14643,91,CORBEIL ESSONNES
14644,84,VAISON-LA-ROMAINE
14645,34,SETE
14646,54,ESSEY LES NANCY
14647,85,FONTENAY-LE-COMTE
14648,73,AIX LES BAINS
14649,2,LAON
14650,49,CHOLET
14651,93,VILLEMOMBLE
14652,2A,AJACCIO
14653,78,POISSY
14654,2A,CASALABRIVA
14655,83,HYERES
14656,95,ARGENTEUIL
14657,69,NEUVILLE SUR SAONE
14658,69,COURZIEU
14659,13,MARSEILLE 9EME
14660,34,VENDRES
14661,88,REMIREMONT
14662,6,LE BROC
14663,17,SAINTES
14664,77,SAINT-FARGEAU-PONTHIERRY
14665,83,TOURVES
14666,54,NANCY
14667,34,LOUPIAN
14668,91,LONGJUMEAU
14669,93,CLICHY SOUS BOIS
14670,37,LOCHES
14671,65,TARBES
14672,91,ATHIS MONS
14673,44,NANTES
14674,59,WASQUEHAL
14675,51,CHALONS EN CHAMPAGNE
14676,47,AGEN
14677,83,HYERES
14678,62,BOULOGNE SUR MER
14679,39,OFFLANGES
14680,80,AMIENS
14681,95,DEUIL LA BARRE
14682,59,VILLENEUVE-D'ASCQ
14683,45,FLEURY LES AUBRAIS
14684,75,PARIS 18
14685,22,SAINT-BRIEUC
14686,49,ANGERS
14687,59,LA MADELEINE
14688,92,NEUILLY-SUR-SEINE
14689,93,MONTFERMEIL
14690,85,SABLES-D'OLONNE (LES)
14691,44,ST-HERBLAIN
14692,14,VILLERS-SUR-MER
14693,6,VILLENEUVE-LOUBET
14694,92,COURBEVOIE
14695,95,PLESSIS-BOUCHARD (LE)
14696,82,MONTAUBAN
14697,62,SAINT OMER
14698,77,ROCHETTE(LA)
14699,13,MARSEILLE 1ER
14700,35,DINARD
14701,83,HYERES
14702,34,BALARUC LES BAINS
14703,44,VERTOU
14704,13,MARSEILLE 11EME
14705,69,LYON 5EME
14706,13,LA CIOTAT
14707,64,BIARRITZ
14708,24,BERGERAC
14709,59,FACHES THUMESNIL
14710,76,PETIT QUEVILLY (LE)
14711,95,PONTOISE
14712,38,LES DEUX ALPES
14713,13,LA CIOTAT
14714,93,NOISY-LE-GRAND
14715,13,MARSEILLE 13EME
14716,34,FRONTIGNAN
14717,94,BRY-SUR-MARNE
14718,94,ORLY
14719,78,MARLY-LE-ROI
14720,95,ST OUEN L AUMONE
14721,45,ORLEANS
14722,91,ETRECHY
14723,60,CHANTILLY
14724,77,DAMMARTIN-EN-GOELE
14725,91,ORSAY
14726,6,ANTIBES
14727,78,POISSY
14728,91,LONGJUMEAU
14729,91,BRUNOY
14730,95,ARNOUVILLE
14731,13,MARSEILLE 9EME
14732,59,DEULEMONT
14733,78,VIROFLAY
14734,6,LE CANNET
14735,75,PARIS 11
14736,33,CARBON BLANC
14737,49,ANGERS
14738,59,CROIX
14739,33,BORDEAUX
14740,94,VINCENNES
14741,13,LA CIOTAT
14742,92,MALAKOFF
14743,95,ERAGNY-SUR-OISE
14744,77,VAIRES SUR MARNE
14745,94,VITRY-SUR-SEINE
14746,78,MONTIGNY LE BRETONNEUX
14747,91,JUVISY SUR ORGE
14748,92,ANTONY
14749,28,CHARTRES
14750,77,DAMMARTIN-EN-GOELE
14751,91,MORIGNY-CHAMPIGNY
14752,6,BEAUSOLEIL
14753,74,ANNEMASSE
14754,84,AVIGNON
14755,33,EYSINES
14756,13,MARSEILLE 9EME
14757,92,COURBEVOIE
14758,95,DEUIL LA BARRE
14759,75,PARIS 07
14760,69,LYON 7EME
14761,94,CRETEIL
14762,95,ST OUEN L AUMONE
14763,95,ENGHIEN LES BAINS
14764,35,CESSON-SEVIGNE
14765,80,AMIENS
14766,75,PARIS 14
14767,95,ERAGNY-SUR-OISE
14768,75,PARIS 19
14769,94,MAISONS-ALFORT
14770,35,ST JACQUES DE LA LANDE
14771,92,ASNIERES-SUR-SEINE
14772,92,CLICHY
14773,49,ANGERS
14774,92,CLICHY
14775,69,LYON 4EME
14776,64,HENDAYE
14777,94,ALFORTVILLE
14778,69,LYON 3EME
14779,75,PARIS 18
14780,75,PARIS 07
14781,92,FONTENAY-AUX-ROSES
14782,94,FRESNES
14783,38,GIERES
14784,75,PARIS 15
14785,93,NEUILLY-SUR-MARNE
14786,44,ST-HERBLAIN
14787,77,MAGNY-LE-HONGRE
14788,78,SAINT-GERMAIN-EN-LAYE
14789,92,NEUILLY-SUR-SEINE
14790,94,CACHAN
14791,75,PARIS 15
14792,93,VILLEMOMBLE
14793,91,YERRES
14794,94,FRESNES
14795,77,BUSSY-SAINT-GEORGES
14796,95,ENGHIEN LES BAINS
14797,95,TAVERNY
14798,92,COURBEVOIE
14799,92,CLICHY
14800,92,ASNIERES-SUR-SEINE
14801,38,ECHIROLLES
14802,92,RUEIL-MALMAISON
14803,1,THOIRY
14804,6,ROQUEBRUNE CAP MARTIN
14805,93,LE RAINCY
14806,75,PARIS 07
14807,6,ANTIBES
14808,34,SETE
14809,13,MARSEILLE 2EME
14810,93,SAINT-OUEN-SUR-SEINE
14811,75,PARIS 17
14812,83,TOULON
14813,75,PARIS 19
14814,94,BONNEUIL-SUR-MARNE
14815,92,LEVALLOIS-PERRET
14816,78,VIROFLAY
14817,6,VILLENEUVE-LOUBET
14818,78,MARLY-LE-ROI
14819,92,ANTONY
14820,75,PARIS 10
14821,74,ANNECY
14822,75,PARIS 03
14823,94,CHARENTON-LE-PONT
14824,75,PARIS 09
14825,75,PARIS 10
14826,75,PARIS 20
14827,92,COLOMBES
14828,33,CESTAS
14829,75,PARIS 15
14830,75,PARIS 09
14831,92,MONTROUGE
14832,75,PARIS 13
14833,93,ROSNY-SOUS-BOIS
14834,75,PARIS 15
14835,75,PARIS 14
14836,94,FONTENAY-SOUS-BOIS
14837,75,PARIS 08
14838,75,PARIS 17
14839,69,LYON 4EME
14840,75,PARIS 10
14841,75,PARIS 15
14842,6,BEAULIEU SUR MER
14843,78,CROISSY SUR SEINE
14844,92,COURBEVOIE
14845,75,PARIS 13
14846,75,PARIS 16
14847,92,SURESNES
14848,92,COURBEVOIE
14849,75,PARIS 17
14850,75,PARIS 11
14851,75,PARIS 04
14852,93,MONTREUIL
14853,94,VINCENNES
14854,94,CHARENTON-LE-PONT
14855,75,PARIS 05
14856,75,PARIS 17
14857,75,PARIS 15
14858,75,PARIS 15
14859,75,PARIS 16
14860,64,SAINT-JEAN-DE-LUZ
14861,92,MALAKOFF
14862,75,PARIS 12
14863,13,MARSEILLE 7EME
14864,75,PARIS 01
14865,75,PARIS 11
14866,75,PARIS 17
14867,92,ASNIERES-SUR-SEINE
14868,75,PARIS 11
14869,75,PARIS 02
14870,75,PARIS 02
14871,75,PARIS 06
14872,75,PARIS 10
14873,75,PARIS 10
14874,75,PARIS 14
14875,75,PARIS 18
14876,75,PARIS 16
14877,92,NEUILLY-SUR-SEINE
14878,75,PARIS 07
14879,75,PARIS 07
14880,39,HAUTS DE BIENNE
14881,38,VILLARD-DE-LANS
14882,65,TARBES
14883,43,LE PUY EN VELAY
14884,69,VILLEFRANCHE
14885,80,AULT
14886,13,MARSEILLE 1ER
14887,65,LOURDES
14888,38,CHAMROUSSE
14889,66,AMELIE LES BAINS
14890,60,CREIL
14891,63,RIOM
14892,34,BEDARIEUX
14893,11,NARBONNE
14894,23,GUERET
14895,93,GAGNY
14896,37,DESCARTES
14897,33,BASSENS
14898,44,PORNICHET
14899,93,LIVRY-GARGAN
14900,70,LUXEUIL-LES-BAINS
14901,44,NANTES
14902,86,POITIERS
14903,49,CHOLET
14904,38,GRENOBLE
14905,52,CHAUMONT
14906,85,SAINT-JEAN-DE-MONTS
14907,17,COURCON
14908,65,TARBES
14909,6,SAORGE
14910,60,BEAUVAIS
14911,13,MARSEILLE 3EME
14912,83,TOULON
14913,16,GOND PONTOUVRE
14914,11,CARCASSONNE
14915,82,MONTAUBAN
14916,14,LISIEUX
14917,42,CHALMAZEL-JEANSAGNIERE
14918,93,NOISY-LE-GRAND
14919,49,SEGRE-EN-ANJOU BLEU
14920,51,REIMS
14921,56,LORIENT
14922,51,EPERNAY
14923,56,PLOERMEL
14924,42,ANDREZIEUX-BOUTHEON
14925,44,ST SEBASTIEN SUR LOIRE
14926,22,SAINT-BRIEUC
14927,11,GRUISSAN
14928,59,SAINT-AMAND-LES-EAUX
14929,33,TALENCE
14930,80,DOULLENS
14931,69,VILLEURBANNE
14932,85,NOIRMOUTIER-EN-L'ILE
14933,13,MARSEILLE 4EME
14934,38,SAINT-MARTIN-D'URIAGE
14935,91,SAVIGNY-SUR-ORGE
14936,11,LEUCATE
14937,60,NOGENT SUR OISE
14938,44,NANTES
14939,83,HYERES
14940,33,LANTON
14941,65,TARBES
14942,11,NARBONNE
14943,42,CHARLIEU
14944,13,MARSEILLE 14EME
14945,83,SIX-FOURS-LES-PLAGES
14946,85,ROCHE SUR YON (LA)
14947,13,MARSEILLE 4EME
14948,27,EVREUX
14949,6,BERRE-LES-ALPES
14950,69,LYON 8EME
14951,78,TRAPPES
14952,51,EPERNAY
14953,60,COMPIEGNE
14954,95,VILLIERS-LE-BEL
14955,56,LORIENT
14956,49,ANGERS
14957,77,SAVIGNY-LE-TEMPLE
14958,77,PROVINS
14959,85,SAINT-JEAN-DE-MONTS
14960,28,CHARTRES
14961,54,PONT A MOUSSON
14962,78,SAINT-GERMAIN-EN-LAYE
14963,30,NIMES
14964,6,SAINT LAURENT DU VAR
14965,69,L ARBRESLE
14966,91,ATHIS MONS
14967,73,MODANE
14968,33,TALENCE
14969,6,SAINT LAURENT DU VAR
14970,78,SAINT-GERMAIN-EN-LAYE
14971,95,MAGNY-EN-VEXIN
14972,64,MAULEON LICHARRE
14973,45,ORLEANS
14974,91,ETAMPES
14975,45,SARAN
14976,13,MARSEILLE 2EME
14977,94,CHOISY-LE-ROI
14978,13,MARSEILLE 3EME
14979,91,VILLABE
14980,30,NIMES
14981,34,FRONTIGNAN
14982,93,NEUILLY-SUR-MARNE
14983,94,ORLY
14984,33,TALENCE
14985,28,LE COUDRAY
14986,59,PHALEMPIN
14987,78,ACHERES
14988,84,CAVAILLON
14989,83,SOLLIES-PONT
14990,973,CAYENNE
14991,28,LEVES
14992,26,MONTELIER
14993,75,PARIS 11
14994,77,MAGNY-LE-HONGRE
14995,76,FECAMP
14996,44,NANTES
14997,59,TOURCOING
14998,62,BEAURAINS
14999,76,MONTIVILLIERS
15000,75,PARIS 18
15001,91,EVRY-COURCOURONNES
15002,83,LA LONDE LES MAURES
15003,85,NOTRE-DAME-DE-MONTS
15004,91,ORSAY
15005,91,MARCOUSSIS
15006,91,BOUSSY-SAINT-ANTOINE
15007,42,SAINT GENEST LERPT
15008,78,MAISONS-LAFFITTE
15009,95,PERSAN
15010,30,LE GRAU DU ROI
15011,13,MARSEILLE 4EME
15012,85,CHALLANS
15013,75,PARIS 19
15014,35,SAINT-MALO
15015,34,BALARUC LES BAINS
15016,13,MARSEILLE 8EME
15017,56,QUIBERON
15018,6,MENTON
15019,95,PONTOISE
15020,44,THOUARE-SUR-LOIRE
15021,64,BAYONNE
15022,77,CHAMPS-SUR-MARNE
15023,75,PARIS 20
15024,25,BESANCON
15025,94,BRY-SUR-MARNE
15026,33,MERIGNAC
15027,69,SAINT GERMAIN NUELLES
15028,33,BORDEAUX
15029,78,CLAYES-SOUS-BOIS (LES)
15030,34,MEZE
15031,38,GRENOBLE
15032,43,ESPALY-SAINT-MARCEL
15033,6,LE CANNET
15034,13,MARSEILLE 6EME
15035,44,GUEMENE PENFAO
15036,13,MARSEILLE 12EME
15037,77,OZOIR LA FERRIERE
15038,92,VANVES
15039,95,BEZONS
15040,2A,AJACCIO
15041,75,PARIS 06
15042,95,HERBLAY-SUR-SEINE
15043,69,BRON
15044,95,VEMARS
15045,91,PALAISEAU
15046,38,GRENOBLE
15047,69,LYON 7EME
15048,33,TALENCE
15049,80,AMIENS
15050,91,ARPAJON
15051,2A,AJACCIO
15052,6,CAGNES SUR MER
15053,91,COURANCES
15054,75,PARIS 09
15055,78,POISSY
15056,83,ROQUEBRUNE-SUR-ARGENS
15057,69,VENISSIEUX
15058,95,ENGHIEN LES BAINS
15059,13,MARSEILLE 14EME
15060,972,MARIN
15061,91,GOMETZ-LE-CHATEL
15062,78,VERSAILLES
15063,13,MARSEILLE 14EME
15064,93,ROSNY-SOUS-BOIS
15065,76,ETRETAT
15066,94,ORMESSON-SUR-MARNE
15067,47,AGEN
15068,78,SARTROUVILLE
15069,76,BONSECOURS
15070,75,PARIS 12
15071,76,DIEPPE
15072,13,MARSEILLE 13EME
15073,6,SAINT LAURENT DU VAR
15074,94,CHARENTON-LE-PONT
15075,7,TOURNON-SUR-RHONE
15076,93,EPINAY SUR SEINE
15077,75,PARIS 19
15078,77,SERRIS
15079,92,CLICHY
15080,83,GRIMAUD
15081,13,MARSEILLE 12EME
15082,83,LE MUY
15083,77,CHESSY
15084,78,BOUGIVAL
15085,78,VILLENNES-SUR-SEINE
15086,94,LE KREMLIN-BICETRE
15087,83,TOULON
15088,94,ALFORTVILLE
15089,78,CARRIERES SOUS POISSY
15090,93,SAINT-OUEN-SUR-SEINE
15091,91,BRETIGNY SUR ORGE
15092,83,LA LONDE LES MAURES
15093,75,PARIS 14
15094,44,PORNICHET
15095,6,SAINT LAURENT DU VAR
15096,85,SABLES-D'OLONNE (LES)
15097,94,LE KREMLIN-BICETRE
15098,6,BEAUSOLEIL
15099,94,CACHAN
15100,93,SAINT-OUEN-SUR-SEINE
15101,92,PUTEAUX
15102,74,ANNECY
15103,95,MAFFLIERS
15104,75,PARIS 10
15105,91,SAINT-VRAIN
15106,69,SAINT-PRIEST
15107,17,SAINT-GEORGES-DE-DIDONNE
15108,33,ARES
15109,28,CHARTRES
15110,13,MARSEILLE 9EME
15111,92,RUEIL-MALMAISON
15112,75,PARIS 02
15113,78,MAGNY-LES-HAMEAUX
15114,91,BOISSY-SOUS-SAINT-YON
15115,95,DEUIL LA BARRE
15116,76,LE HAVRE
15117,78,BONNELLES
15118,38,SAINT-MARTIN-D'URIAGE
15119,95,ARGENTEUIL
15120,78,CONFLANS SAINTE HONORINE
15121,93,NEUILLY-PLAISANCE
15122,75,PARIS 15
15123,25,BESANCON
15124,94,CACHAN
15125,77,AVON
15126,13,AURIOL
15127,78,VIROFLAY
15128,94,LA QUEUE-EN-BRIE
15129,38,GRENOBLE
15130,78,CELLE-SAINT-CLOUD (LA)
15131,75,PARIS 19
15132,92,CHATILLON
15133,13,MARSEILLE 4EME
15134,92,VANVES
15135,33,ANDERNOS-LES-BAINS
15136,78,MONTIGNY LE BRETONNEUX
15137,38,GRENOBLE
15138,92,CLICHY
15139,75,PARIS 17
15140,94,CHARENTON-LE-PONT
15141,93,VILLEMOMBLE
15142,75,PARIS 09
15143,91,VILLIERS-SUR-ORGE
15144,94,RUNGIS
15145,69,LYON 4EME
15146,94,VINCENNES
15147,92,ISSY-LES-MOULINEAUX
15148,83,LE CASTELLET
15149,75,PARIS 17
15150,91,BRUYERES-LE-CHATEL
15151,83,SAINT-CYR-SUR-MER
15152,33,TALENCE
15153,94,PERIGNY
15154,75,PARIS 06
15155,78,SARTROUVILLE
15156,6,SAINT LAURENT DU VAR
15157,93,ROSNY-SOUS-BOIS
15158,6,NICE
15159,22,FREHEL
15160,92,NANTERRE
15161,75,PARIS 15
15162,92,MONTROUGE
15163,75,PARIS 11
15164,75,PARIS 14
15165,94,FONTENAY-SOUS-BOIS
15166,78,MAUREPAS
15167,78,BOIS D ARCY
15168,92,LE PLESSIS-ROBINSON
15169,75,PARIS 10
15170,83,SAINTE MAXIME
15171,93,MONTREUIL
15172,13,MARSEILLE 8EME
15173,92,ANTONY
15174,75,PARIS 14
15175,75,PARIS 10
15176,13,MARSEILLE 9EME
15177,92,VANVES
15178,92,COURBEVOIE
15179,94,SAINT-MAUR-DES-FOSSES
15180,75,PARIS 17
15181,94,FONTENAY-SOUS-BOIS
15182,75,PARIS 10
15183,2A,AJACCIO
15184,75,PARIS 20
15185,75,PARIS 11
15186,92,ISSY-LES-MOULINEAUX
15187,75,PARIS 14
15188,69,COLLONGES-AU-MONT- D OR
15189,94,VINCENNES
15190,75,PARIS 10
15191,13,MARSEILLE 9EME
15192,75,PARIS 14
15193,92,NEUILLY-SUR-SEINE
15194,75,PARIS 15
15195,92,NEUILLY-SUR-SEINE
15196,69,LYON 3EME
15197,78,GUYANCOURT
15198,78,PECQ (LE)
15199,69,LYON 1ER
15200,75,PARIS 04
15201,94,NOGENT-SUR-MARNE
15202,75,PARIS 18
15203,83,SANARY SUR MER
15204,75,PARIS 17
15205,13,MARSEILLE 1ER
15206,92,COURBEVOIE
15207,75,PARIS 10
15208,78,CHATOU
15209,75,PARIS 15
15210,75,PARIS 20
15211,92,NEUILLY-SUR-SEINE
15212,75,PARIS 15
15213,75,PARIS 15
15214,75,PARIS 15
15215,75,PARIS 17
15216,92,LEVALLOIS-PERRET
15217,75,PARIS 17
15218,92,LEVALLOIS-PERRET
15219,33,LEGE-CAP-FERRET
15220,75,PARIS 15
15221,75,PARIS 19
15222,75,PARIS 12
15223,75,PARIS 12
15224,75,PARIS 14
15225,75,PARIS 17
15226,75,PARIS 01
15227,75,PARIS 03
15228,69,LYON 3EME
15229,75,PARIS 08
15230,75,PARIS 08
15231,71,PARAY LE MONIAL
15232,70,VESOUL
15233,27,EVREUX
15234,39,LAVANS-LES-SAINT-CLAUDE
15235,4,MANOSQUE
15236,63,ISSOIRE
15237,28,ST LUBIN DES JONCHERETS
15238,51,FISMES
15239,60,CLERMONT
15240,14,TOUQUES
15241,11,LAVALETTE
15242,28,MAINVILLIERS
15243,83,LA CROIX VALMER
15244,77,NANGIS
15245,22,SAINT-BRIEUC
15246,1,BELLEY
15247,59,LILLE
15248,14,DIVES-SUR-MER
15249,91,SAINTE-GENEVIEVE-DES-BOIS
15250,77,FONTAINEBLEAU
15251,77,HERICY
15252,95,MARINES
15253,11,GRUISSAN
15254,77,SAINT-PIERRE-LES-NEMOURS
15255,38,TENCIN
15256,95,EAUBONNE
15257,91,MILLY-LA-FORET
15258,10,TROYES
15259,1,OYONNAX
15260,38,LE HAUT-BREDA
15261,76,SAINT-ETIENNE-DU-ROUVRAY
15262,13,MARSEILLE 3EME
15263,13,MARSEILLE 15EME
15264,6,MOULINET
15265,50,LESSAY
15266,42,SAINT-ETIENNE
15267,87,LIMOGES
15268,13,MARSEILLE 4EME
15269,17,ROCHEFORT
15270,71,CHALON-SUR-SAONE
15271,62,BOULOGNE SUR MER
15272,13,MARSEILLE 1ER
15273,6,TOUDON
15274,14,DEAUVILLE
15275,93,CLICHY SOUS BOIS
